_id,OBJECTID,STRUCTID,ADDRESS,STREETNAME,CROSSSTREET1,CROSSSTREET2,SUFFIX,UNIT_NUMBER,TREE_POSITION_NUMBER,SITE,WARD,COMMON_NAME,DBH_TRUNK,geometry
3314432,3672,TO26351,56,DIXON AVE,LOCKWOOD RD,BROOKMOUNT RD,,0.0,30.0,,19.0,"Maple, Norway",102.0,"{'type': 'Point', 'coordinates': (-79.3089501055856, 43.6702114455384)}"
3314433,3673,402771,25,ELEVENTH ST,LAKE SHORE DR,LAKE SHORE DR,,0.0,105.0,ROTARY PARK,3.0,"Oak, red",6.0,"{'type': 'Point', 'coordinates': (-79.5076317667807, 43.5952666271939)}"
3314434,3674,347750,2537,DANFORTH AVE,CHISHOLM AVE,MAIN ST,,0.0,10.0,,19.0,Elm,15.0,"{'type': 'Point', 'coordinates': (-79.3022596559039, 43.6877991300581)}"
3314435,3675,ET112686,29,WESLEY ST,MELROSE ST,ALGOMA ST,,0.0,10.0,,3.0,"Apple, Sargents",45.0,"{'type': 'Point', 'coordinates': (-79.4969290467016, 43.6210412327508)}"
3314436,3676,371298,11,GREENVALE TER,LIVINGSTON RD N,CELESTE DR,,0.0,40.0,,24.0,"Apple, Sargents",10.0,"{'type': 'Point', 'coordinates': (-79.20150761536462, 43.7551449510679)}"
3314437,3677,ET22160,5,CLEARSIDE PL,MARKLAND DR,AYMARN CRT,,0.0,50.0,,2.0,Mountain ash,12.0,"{'type': 'Point', 'coordinates': (-79.5715226934837, 43.636081394662)}"
3314438,3678,NY48996,322,HOLLYBERRY TRL,EBONYWOOD GT,SWEETWOOD GT,,0.0,10.0,,17.0,"Linden, littleleaf 'Greenspire'",30.0,"{'type': 'Point', 'coordinates': (-79.3511370847928, 43.8103986536405)}"
3314439,3679,323572,207,ARMOUR BLVD,SANDRINGHAM DR,RAEBURN AVE,,0.0,30.0,,6.0,"Pine, Austrian",33.0,"{'type': 'Point', 'coordinates': (-79.4323024396238, 43.7443342343113)}"
3314440,3680,352557,5101,DUNDAS ST W,MICHAEL POWER PL,SUMMERLAND TER,,0.0,20.0,,3.0,Honey locust,8.0,"{'type': 'Point', 'coordinates': (-79.53194657153252, 43.6450803744662)}"
3314441,3681,147795,155,NORFINCH DR,FINCH AVE W,STEELES AVE W,,0.0,10.0,,7.0,"Oak, red",8.0,"{'type': 'Point', 'coordinates': (-79.5299597861861, 43.7651332359005)}"
3314442,3682,NY61675,228,PATRICIA AVE,MANADON DR,SHETLAND ST,,0.0,30.0,,18.0,"Honey locust, 'Shade master'",49.0,"{'type': 'Point', 'coordinates': (-79.4302330011361, 43.7878313000223)}"
3314443,3683,ET23955,9,COURTSFIELD CRES,NORTH DR ETOBICOKE,NORTH DR ETOBICOKE,,0.0,30.0,,2.0,Birch,12.0,"{'type': 'Point', 'coordinates': (-79.5225679276772, 43.678271860068)}"
3314444,3684,263107,32,VICTORIA ST ETOBICOKE,LOUISA ST,ALEXANDER ST ETOBICOKE,,0.0,50.0,DAVID HORNELL JS,3.0,Yew,10.0,"{'type': 'Point', 'coordinates': (-79.4888936625883, 43.6193332842276)}"
3314445,3685,590356,26,HOWARTH AVE,INNISWOOD DR,JANET BLVD,,0.0,10.0,,21.0,"Cherry, Japanese",1.0,"{'type': 'Point', 'coordinates': (-79.3066029271218, 43.7398407036646)}"
3314446,3686,TO67784,13,OLD FOREST HILL RD,KILBARRY RD,LISMORE RD,,0.0,10.0,,12.0,"Birch, white",50.0,"{'type': 'Point', 'coordinates': (-79.4097054157727, 43.6952770466974)}"
3314447,3687,ET454,38,ACORN AVE,MONTESSON ST,LN N DUNDAS E ACORN,,0.0,10.0,,3.0,Linden,65.0,"{'type': 'Point', 'coordinates': (-79.5403157585876, 43.638289540387)}"
3314448,3688,114221,6620,FINCH AVE W,WESTMORE DR,HIGHWAY 27 N,,0.0,180.0,,1.0,Ginkgo,8.0,"{'type': 'Point', 'coordinates': (-79.6025967051574, 43.7344702539622)}"
3314449,3689,234483,27,CLEETHORPES BLVD,TERRYHILL CRES,PITFIELD RD,,0.0,20.0,,23.0,"Planetree, London 'Bloodgood'",10.0,"{'type': 'Point', 'coordinates': (-79.261297664687, 43.7834889302058)}"
3314450,3690,427631,20,BERNADINE ST,BRIMLEY RD,CORA CRES,,0.0,270.0,ST. VICTOR,21.0,"Elm, American 'Valley Forge'",8.0,"{'type': 'Point', 'coordinates': (-79.2591053694717, 43.769057156297)}"
3314451,3691,549001,37,FLINTRIDGE RD,ASHDEAN DR,TRIPP CRES,,0.0,35.0,,21.0,"Oak, pin",4.0,"{'type': 'Point', 'coordinates': (-79.2802942765978, 43.7439040785929)}"
3314452,3692,469414,72,BAYBROOK CRES,BAINHART CRES,LYNNBROOK DR,,0.0,20.0,,24.0,Honey locust,54.0,"{'type': 'Point', 'coordinates': (-79.2465188515818, 43.7690874616847)}"
3314453,3693,178915,111,LAURA RD,RYEWOOD DR,LOMAR DR,,0.0,10.0,,7.0,"Pear, 'Chanticleer'",4.0,"{'type': 'Point', 'coordinates': (-79.5214061534057, 43.7424890264943)}"
3314454,3694,ET96175,4,STRATH HUMBER CRT,ROYAL YORK RD,,,0.0,10.0,,2.0,"Lilac, Japanese",30.0,"{'type': 'Point', 'coordinates': (-79.5171429109742, 43.6615614364139)}"
3314455,3695,171131,501,SEWELL'S RD,401 SEWELLS RD,GLENHEATHER TER,,0.0,330.0,MORNINGVIEW RAVINE,25.0,"Maple, Freeman 'Autumn Blaze'",10.0,"{'type': 'Point', 'coordinates': (-79.2082575293481, 43.81739799866261)}"
3314456,3696,456432,32,RENOWN RD,DUNDAS ST W,LN N DUNDAS W ROYALAVON,,0.0,10.0,,3.0,"Elm, slippery",28.0,"{'type': 'Point', 'coordinates': (-79.5346525106492, 43.6433729443141)}"
3314457,3697,NY3891,166,ESTELLE AVE,DUNFOREST AVE,BYNG AVE NORTH YORK,,0.0,10.0,,18.0,"Apple, Sargents",34.0,"{'type': 'Point', 'coordinates': (-79.3952927725247, 43.7804558946886)}"
3314458,3698,218386,163,OSLER ST,PELHAM AVE,LINDNER ST,,0.0,10.0,,9.0,"Maple, Norway",47.0,"{'type': 'Point', 'coordinates': (-79.4585765796951, 43.6683985019006)}"
3314459,3699,NY59550,8,BARCLAY RD,CHARLESWOOD DR,ALLINGHAM GDNS,,0.0,10.0,,6.0,"Honey locust, 'Shade master'",27.0,"{'type': 'Point', 'coordinates': (-79.4365489247423, 43.7381465423293)}"
3314460,3700,SC111949,24,WANDERING TRL,LITTLE'S RD,CASEMORE RD,,0.0,10.0,,25.0,"Maple, Norway",33.0,"{'type': 'Point', 'coordinates': (-79.207346107108, 43.8223946658196)}"
3314461,3701,300269,81,BRISBANE RD,ALNESS ST,MARTIN ROSS AVE,,0.0,30.0,,6.0,"Honey locust, 'Sunburst'",8.0,"{'type': 'Point', 'coordinates': (-79.475136972038, 43.7715600638684)}"
3314462,3702,345400,550,WARDEN AVE,DANFORTH RD,BURN HILL RD,,0.0,60.0,,20.0,"Ash, black",21.0,"{'type': 'Point', 'coordinates': (-79.2750175472462, 43.6972718545027)}"
3314463,3703,225103,30,BEAUFORT RD,GLEN MANOR DR,WINTHORPE RD,,0.0,10.0,,19.0,Ginkgo,10.0,"{'type': 'Point', 'coordinates': (-79.2959177048647, 43.6763590939365)}"
3314464,3704,436370,189,BAIN AVE,LN E LOGAN N BAIN,CARLAW AVE,,0.0,20.0,,14.0,"Cedar, white",13.0,"{'type': 'Point', 'coordinates': (-79.3461477487592, 43.6720854970308)}"
3314465,3705,NY91713,33,FLAMBOROUGH DR,KEELE ST,FAIRWEATHER RD,,0.0,65.0,,5.0,"Maple, silver",35.0,"{'type': 'Point', 'coordinates': (-79.4775787574092, 43.7019394890948)}"
3314466,3706,94861,68,SPRING GARDEN AVE,DORIS AVE,WILLIAM POOLE WAY,,0.0,5.0,,18.0,"Ash, European",44.0,"{'type': 'Point', 'coordinates': (-79.4084805060018, 43.765180155113)}"
3314467,3707,98726,59,BOARDWALK DR,LN E WINNERS CRCL N BOARDWALK,SARAH ASHBRIDGE AVE,,0.0,10.0,,19.0,"Oak, red",8.0,"{'type': 'Point', 'coordinates': (-79.3074004227967, 43.6647358372521)}"
3314468,3708,476351,2,DORKING CRES,NASH DR,NASH DR,,0.0,60.0,,6.0,Plum,6.0,"{'type': 'Point', 'coordinates': (-79.487961299693, 43.7297714219818)}"
3314469,3709,10441,14,SIR RAYMOND DR,CATALINA DR,CATALINA DR,,0.0,10.0,,24.0,"Lilac, Japanese",12.0,"{'type': 'Point', 'coordinates': (-79.2064082380941, 43.7412444694136)}"
3314470,3710,343967,154,PURCELL SQ,CANONGATE TRL,SHEPTON WAY,,0.0,60.0,,22.0,"Oak, swamp white",8.0,"{'type': 'Point', 'coordinates': (-79.3061810591946, 43.8184441722609)}"
3314471,3711,630628,141,DELL PARK AVE,SHERMOUNT AVE,FAIRHOLME AVE,,0.0,10.0,,8.0,"Kentucky Coffeetree, 'Espresso'",6.0,"{'type': 'Point', 'coordinates': (-79.441240921637, 43.7149527634421)}"
3314472,3712,TO77092,38,RIDELLE AVE,LAWNHURST BLVD,BURMONT RD,,0.0,10.0,,8.0,"Maple, Norway",68.0,"{'type': 'Point', 'coordinates': (-79.4307802823317, 43.7063719146451)}"
3314473,3713,NY125804,18,HIGH POINT RD,POST RD,LAWRENCE AVE E,,0.0,280.0,,15.0,Pine scots,15.0,"{'type': 'Point', 'coordinates': (-79.3706801867854, 43.7332844603143)}"
3314474,3714,549835,243,GILMOUR AVE,VERNON ST,LN S ST JOHNS E GILMOUR,,0.0,10.0,,4.0,"Planetree, London 'Bloodgood'",4.0,"{'type': 'Point', 'coordinates': (-79.4783481349766, 43.6639433984735)}"
3314475,3715,ET58543,278,LANOR AVE,BELLMAN AVE,PAULA BLVD,,0.0,20.0,,3.0,Lilac,16.0,"{'type': 'Point', 'coordinates': (-79.5327867777527, 43.6119635783806)}"
3314476,3716,125979,16,ROZELL RD,ANDONA CRES,PORT UNION RD,,0.0,20.0,,25.0,"Linden, littleleaf 'Glenleven'",8.0,"{'type': 'Point', 'coordinates': (-79.1434749482088, 43.7918152220712)}"
3314477,3717,247456,1083,SPADINA RD,CHAPLIN CRES,NEW HAVEN DR,,0.0,10.0,,8.0,Cherry,6.0,"{'type': 'Point', 'coordinates': (-79.4186657249561, 43.7053170344285)}"
3314478,3718,325615,36,DAWNMIST CRES,GOLDHAWK TRL,GOLDHAWK TRL,,0.0,10.0,,23.0,"Oak, English 'pyramidal'",4.0,"{'type': 'Point', 'coordinates': (-79.2820320068032, 43.8253411802736)}"
3314479,3719,YO27580,98,BRANSTONE RD,THORNTON AVE,ENNERDALE RD,,0.0,10.0,,9.0,Pear,37.0,"{'type': 'Point', 'coordinates': (-79.4543320212686, 43.6935636284537)}"
3314480,3720,50621,31,PRINCESS ST,THE ESPLANADE,LN S FRONT W BERKELEY,,0.0,20.0,,13.0,Honey locust,25.0,"{'type': 'Point', 'coordinates': (-79.3662842099625, 43.6499776742903)}"
3314481,3721,69546,215,MADISON AVE,BERNARD AVE,DUPONT ST,,0.0,10.0,,11.0,"Maple, Manitoba",90.0,"{'type': 'Point', 'coordinates': (-79.405611072695, 43.6750470940261)}"
3314482,3722,ET57120,2256,LAKE SHORE BLVD W,LEGION RD,FLEECELINE RD,,0.0,30.0,,3.0,Apple,14.0,"{'type': 'Point', 'coordinates': (-79.4845110663583, 43.6209065808239)}"
3314483,3723,409622,140,CLIFFWOOD RD,HAWLEAF CRES,CHERRYSTONE DR,,0.0,30.0,CLIFFWOOD PS,17.0,"Elm, American 'Valley Forge'",8.0,"{'type': 'Point', 'coordinates': (-79.360068599198, 43.8062920920724)}"
3314484,3724,358988,7,BASSWOOD RD,JOHNSON FARM LANE,CHURCHILL AVE NORTH YORK,,0.0,30.0,,18.0,"Spruce, Colorado blue",28.0,"{'type': 'Point', 'coordinates': (-79.4176950738188, 43.772192460545)}"
3314485,3725,ET5438,63,ASHBOURNE DR,TYRE AVE,GAYLORD AVE,,0.0,10.0,,2.0,"Maple, Norway 'Crimson King'",58.0,"{'type': 'Point', 'coordinates': (-79.5438969506283, 43.6443693075801)}"
3314486,3726,63416,78,WYCHWOOD PK,,,,0.0,80.0,,12.0,Elm,25.0,"{'type': 'Point', 'coordinates': (-79.4187699943109, 43.676745912951404)}"
3314487,3727,NY106985,25,ANEWEN DR,COMET CRT,GRETNA AVE,,0.0,10.0,,16.0,"Mountain ash, European",16.0,"{'type': 'Point', 'coordinates': (-79.3161897280872, 43.7335027935061)}"
3314488,3728,303813,71,PYNFORD CRES,COMBERMERE DR,COMBERMERE DR,,0.0,20.0,,16.0,"Yellowwood, Kentucky",4.0,"{'type': 'Point', 'coordinates': (-79.3175819458887, 43.7584238604257)}"
3314489,3729,NY149145,130,MOSSGROVE TRL,ELKPATH AVE,PINNACLE RD,,0.0,30.0,,15.0,"Spruce, white",29.0,"{'type': 'Point', 'coordinates': (-79.3684115651999, 43.7552794644928)}"
3314490,3730,563794,50,DIXON AVE,LOCKWOOD RD,BROOKMOUNT RD,,0.0,10.0,,19.0,"Oak, swamp white",4.0,"{'type': 'Point', 'coordinates': (-79.3092747219238, 43.6700336083003)}"
3314491,3731,NY136932,41,LESMILL RD,YORK MILLS RD,VALLEYBROOK DR,,0.0,140.0,,16.0,"Spruce, Colorado blue",20.0,"{'type': 'Point', 'coordinates': (-79.3531341083943, 43.7581688159188)}"
3314492,3732,558744,59,HOGARTH AVE,INGHAM AVE,BOWDEN ST,,0.0,10.0,,14.0,Beech,45.0,"{'type': 'Point', 'coordinates': (-79.3528334293815, 43.6737974043527)}"
3314493,3733,454553,42,MITRE PL,HOLYWELL DR,HOLYWELL DR,,0.0,10.0,,2.0,Horsechestnut,56.0,"{'type': 'Point', 'coordinates': (-79.552663347363, 43.6889869618789)}"
3314494,3734,503374,3,SAGUENAY AVE,,SHELBORNE AVE,,0.0,10.0,,8.0,"Spruce, white",16.0,"{'type': 'Point', 'coordinates': (-79.420356913821, 43.7175109600054)}"
3314495,3735,NY142891,33,YELLAND ST,DEBBY CRT,"OAK ST NY,YK",,0.0,10.0,,5.0,"Spruce, Colorado blue",25.0,"{'type': 'Point', 'coordinates': (-79.5272471176265, 43.7086129756689)}"
3314496,3736,NY44060,3,GEDDES CRT,PALM DR,,,0.0,30.0,,6.0,Juniper,15.0,"{'type': 'Point', 'coordinates': (-79.4490969681168, 43.7425503827863)}"
3314497,3737,513500,119,WINNETT AVE,LN N HURSTING W ARLINGTON,EARLSDALE AVE,,0.0,10.0,,12.0,"Lilac, Japanese",10.0,"{'type': 'Point', 'coordinates': (-79.4320317642243, 43.686829735362)}"
3314498,3738,504884,84,ROSEMOUNT AVE TORONTO,GLENHOLME AVE,LAUDER AVE,,0.0,20.0,,9.0,"Maple, Norway",65.0,"{'type': 'Point', 'coordinates': (-79.4384285252064, 43.6773063813679)}"
3314499,3739,559803,30,BAYWOOD RD,,MARS RD,,0.0,40.0,,1.0,Linden,8.0,"{'type': 'Point', 'coordinates': (-79.6068107433395, 43.7456704448375)}"
3314500,3740,268713,144,LILIAN DR,MANHATTAN DR,TOWER DR,,0.0,10.0,,21.0,"Mountain ash, European",22.0,"{'type': 'Point', 'coordinates': (-79.2993840907916, 43.7532111385992)}"
3314501,3741,329813,5,SAN ROMANOWAY,SAN VAROWAY,SAN ROCCOWAY,,0.0,90.0,,7.0,"Maple, silver",10.0,"{'type': 'Point', 'coordinates': (-79.5144784242269, 43.757913136078)}"
3314502,3742,455198,1135,ROYAL YORK RD,DUNDAS W ROYAL YORK N RAMP,LAMBETH RD,,0.0,280.0,,2.0,"Spruce, Colorado blue",16.0,"{'type': 'Point', 'coordinates': (-79.5166686547532, 43.6599473493794)}"
3314503,3743,116118,70,OLD FINCH AVE,HARVEST MOON DR,WANDERING TRL,,0.0,1105.0,HARVEST MOON,25.0,"Oak, bur",10.0,"{'type': 'Point', 'coordinates': (-79.2091403764115, 43.8206232690983)}"
3314504,3744,476269,14,MAIDACROFT PL,RUSSELL RD,,,0.0,10.0,,2.0,"Elm, American 'Valley Forge'",4.0,"{'type': 'Point', 'coordinates': (-79.5316926545364, 43.6824695724385)}"
3314505,3745,NY129519,19,AVERDON CRES,HATHERTON CRES,HATHERTON CRES,,0.0,20.0,,16.0,"Spruce, Colorado blue",20.0,"{'type': 'Point', 'coordinates': (-79.3245296932686, 43.7486675847755)}"
3314506,3746,TO99908,84,WOODSIDE AVE,GILMOUR AVE,RUNNYMEDE RD,,0.0,10.0,,4.0,"Oak, white",96.0,"{'type': 'Point', 'coordinates': (-79.47823841099431, 43.6581481590766)}"
3314507,3747,75235,43,CALVERLEY TRL,GRANTOWN AVE,CALTHORPE AVE,,0.0,10.0,,25.0,Ginkgo,2.0,"{'type': 'Point', 'coordinates': (-79.1787752795602, 43.7916516546421)}"
3314508,3748,NY4634,597,GLEN PARK AVE,LANSDOWNE AVE,CALEDONIA RD,,0.0,40.0,,8.0,"Apple, Sargents",34.0,"{'type': 'Point', 'coordinates': (-79.4646747274533, 43.7053481366594)}"
3314509,3749,TO54671,89,KINGSWOOD RD,ED EVANS LANE,BRACKEN AVE,,0.0,10.0,,19.0,"Apple, Sargents",25.0,"{'type': 'Point', 'coordinates': (-79.2841805654454, 43.6764907030718)}"
3314510,3750,478765,14,BRETT AVE,PALM DR,CLANTON PARK RD,,0.0,150.0,,6.0,"Pine, Austrian",27.0,"{'type': 'Point', 'coordinates': (-79.4507039318331, 43.7423005023027)}"
3314511,3751,546008,55,ASHMOUNT CRES,FOXMEADOW RD,PADDINGTON PL,,0.0,1.0,,2.0,"Maple, Amur",4.0,"{'type': 'Point', 'coordinates': (-79.5457681894209, 43.6859936580287)}"
3314512,3752,287925,259,FISHERVILLE RD,MILLERSGROVE DR,HIDDEN TRL,,0.0,40.0,,6.0,"Maple, Norway",32.0,"{'type': 'Point', 'coordinates': (-79.46122534374011, 43.7868807876969)}"
3314513,3753,17751,1915,MARTIN GROVE RD,GARFELLA DR,SILVERSTONE DR,,0.0,10.0,,1.0,"Willow, golden weeping",46.0,"{'type': 'Point', 'coordinates': (-79.5951201689545, 43.745957153766)}"
3314514,3754,NY104394,37,SWEENEY DR,PENRYN AVE,LANTANA CRT,,0.0,20.0,,16.0,"Maple, Norway 'Schwedler'",50.0,"{'type': 'Point', 'coordinates': (-79.310610248665, 43.7360558927081)}"
3314515,3755,147630,500,FENMAR DR,ORMONT DR,GARYRAY DR,,0.0,99998.0,,7.0,"Honey locust, 'Skyline'",11.0,"{'type': 'Point', 'coordinates': (-79.5559502564928, 43.7628422356824)}"
3314516,3756,EY2158,106,RYKERT CRES,RICHLEA CRCL,THURSFIELD CRES,,0.0,10.0,,15.0,"Maple, Norway",69.0,"{'type': 'Point', 'coordinates': (-79.3566878811513, 43.7169685673423)}"
3314517,3757,SC634,31,ANDES RD,BRIGADOON CRES,CASTLE HILL DR,,0.0,10.0,,22.0,"Maple, Norway",37.0,"{'type': 'Point', 'coordinates': (-79.3005418625186, 43.7979689712393)}"
3314518,3758,447034,35,JANSUSIE RD,MILMINK ST,ESTHER LORRIE DR,,0.0,60.0,,1.0,Honey locust,42.0,"{'type': 'Point', 'coordinates': (-79.577128968245, 43.731433341675206)}"
3314519,3759,ET62748,21,MANORHAMPTON DR,RUSSELL RD,SUMMITCREST DR,,0.0,20.0,,2.0,Birch,16.0,"{'type': 'Point', 'coordinates': (-79.53563640266891, 43.6831252725907)}"
3314520,3760,403444,470,HIDDEN TRL,CARRIAGE LANE,FAWNHAVEN CRT,,0.0,10.0,,6.0,"Maple, silver",4.0,"{'type': 'Point', 'coordinates': (-79.4552575700364, 43.7826061760206)}"
3314521,3761,487756,286,"RIVERSIDE DR TO, YK",MOSSOM PL,MOSSOM RD,,0.0,10.0,,4.0,"Mulberry, white 'weeping'",13.0,"{'type': 'Point', 'coordinates': (-79.4851933369246, 43.6455883071472)}"
3314522,3762,214317,251,GRENVIEW BLVD S,BERMUDA AVE,LN S BLOOR W PRINCE EDWARD,,0.0,15.0,,3.0,Cedar,5.0,"{'type': 'Point', 'coordinates': (-79.5075228314029, 43.6474789096173)}"
3314523,3763,500830,456,GLENCAIRN AVE,ALEXANDRA WOOD,FOREST WOOD,,0.0,10.0,,8.0,"Spruce, white",5.0,"{'type': 'Point', 'coordinates': (-79.4251141317275, 43.7132087928556)}"
3314524,3764,293636,1695,QUEEN ST E,EASTERN AVE,NORTHERN DANCER BLVD,,0.0,1384.0,WOODBINE PARK,19.0,"Ash, white",24.0,"{'type': 'Point', 'coordinates': (-79.3119325447678, 43.6651551314675)}"
3314525,3765,NY113465,93,SULTANA AVE,RAJAH ST,AMEER AVE,,0.0,10.0,,8.0,"Mulberry, white 'weeping'",15.0,"{'type': 'Point', 'coordinates': (-79.4389481647925, 43.7270033437504)}"
3314526,3766,590445,12,ROBERT ST TORONTO,DOUGLAS CAMPBELL LANE,RUSSELL ST,,0.0,10.0,,11.0,"Honey locust, 'Skyline'",6.0,"{'type': 'Point', 'coordinates': (-79.4022876110072, 43.6580840218827)}"
3314527,3767,167461,199,RIMROCK RD,WILLIAM R ALLEN RD,LODESTAR RD,,0.0,30.0,,6.0,Kentucky coffee,12.0,"{'type': 'Point', 'coordinates': (-79.46553311347022, 43.7575623914126)}"
3314528,3768,199882,82,CARONIA SQ,FAWCETT TRL,,,0.0,915.0,,25.0,"Horsechestnut, 'Ruby red'",10.0,"{'type': 'Point', 'coordinates': (-79.2076633684618, 43.8091203391593)}"
3314529,3769,TO108798,4,OSBORNE AVE,LYALL AVE,LN N LYALL E KIMBERLY,,0.0,10.0,,19.0,"Honey locust, 'Skyline'",43.0,"{'type': 'Point', 'coordinates': (-79.29606020339, 43.6813278573213)}"
3314530,3770,569448,35,SEVENTH ST,EMERALD CRES,MORRISON ST ETOBICOKE,,0.0,10.0,,3.0,"Maple, sugar",4.0,"{'type': 'Point', 'coordinates': (-79.503395600225, 43.5968697461976)}"
3314531,3771,318161,25,PHOTOGRAPHY DR,BLACK CREEK DR,,,0.0,10.0,,5.0,"Ash, green",24.0,"{'type': 'Point', 'coordinates': (-79.4837679465786, 43.6867721707345)}"
3314532,3772,SC43037,536,BIRCHMOUNT RD,NEWLANDS AVE,ZENITH DR,,0.0,20.0,,20.0,"Lilac, Japanese",10.0,"{'type': 'Point', 'coordinates': (-79.2702090355885, 43.7105682952911)}"
3314533,3773,ET79008,33,PRINCESS MARGARET BLVD,BEMERSYDE DR,PRINCESS ANNE CRES,,0.0,10.0,,2.0,"Maple, Norway columnar",24.0,"{'type': 'Point', 'coordinates': (-79.54143846783951, 43.6737063098355)}"
3314534,3774,581732,26,LORADEEN CRES,CROW TRL,CROW TRL,,0.0,10.0,,23.0,"Basswood, Redmond",4.0,"{'type': 'Point', 'coordinates': (-79.234433901775, 43.8140881029815)}"
3314535,3775,235683,34,WEMBLEY DR,GERRARD ST E,GAINSBOROUGH RD,,0.0,10.0,,19.0,Redbud,3.0,"{'type': 'Point', 'coordinates': (-79.3182580697839, 43.6766620916932)}"
3314536,3776,497201,549,BROOKDALE AVE,LEDBURY ST,FALKIRK ST,,0.0,20.0,,8.0,Serviceberry,5.0,"{'type': 'Point', 'coordinates': (-79.4255133051906, 43.7252929195471)}"
3314537,3777,TO85731,409,SALEM AVE N N.OF CPR,GEARY AVE,LN S DAVENPORT E SALEM AVE,,0.0,10.0,,9.0,"Spruce, white",35.0,"{'type': 'Point', 'coordinates': (-79.4355493576596, 43.6708724844857)}"
3314538,3778,5824,55,CASTLETHORPE DR,BRIDLEGROVE DR,BRIDLEGROVE DR,,0.0,10.0,,20.0,"Honey locust, 'Shade master'",15.0,"{'type': 'Point', 'coordinates': (-79.2344486850992, 43.7367049363376)}"
3314539,3779,497176,115,MARIA ST,ST JOHN'S PL,GILMOUR AVE,,0.0,10.0,,4.0,"Beech, European 'Copper'",9.0,"{'type': 'Point', 'coordinates': (-79.47674968340111, 43.6664570411818)}"
3314540,3780,628145,1181,WESTON RD,LOCUST ST,OXFORD DR,A,0.0,10.0,,5.0,"Elm, David 'Accolade'",8.0,"{'type': 'Point', 'coordinates': (-79.4906463331448, 43.68766338543081)}"
3314541,3781,140019,19,HOPTREE AVE,STAINES RD,MANTIS RD,,0.0,10.0,,25.0,Kentucky coffee,23.0,"{'type': 'Point', 'coordinates': (-79.2205497880308, 43.8227350288327)}"
3314542,3782,131901,26,CARTIER CRES,BIRKDALE RD,BIRKDALE RD,,0.0,10.0,,21.0,"Pear, 'Chanticleer'",8.0,"{'type': 'Point', 'coordinates': (-79.2664965507122, 43.7619882638979)}"
3314543,3783,154519,10,FARMVIEW CRES,PARFIELD DR,GEORGE HENRY BLVD,,0.0,20.0,,17.0,"Maple, Freeman 'Autumn Blaze'",16.0,"{'type': 'Point', 'coordinates': (-79.3474913343962, 43.771629250766)}"
3314544,3784,45692,134,WOBURN AVE,JEDBURGH RD,GREER RD,,0.0,10.0,,8.0,"Maple, Freeman 'Autumn Blaze'",19.0,"{'type': 'Point', 'coordinates': (-79.4067522843291, 43.7276323753479)}"
3314545,3785,365391,1144,ROYAL YORK RD,LAMBETH RD,STRATH HUMBER CRT,,0.0,10.0,,2.0,Hackberry,25.0,"{'type': 'Point', 'coordinates': (-79.5185084012107, 43.660850693380105)}"
3314546,3786,211373,170,BRANDON AVE,ST CLARENS AVE,LANSDOWNE AVE,,0.0,20.0,,9.0,"Linden, Littleleaf",40.0,"{'type': 'Point', 'coordinates': (-79.4463490189631, 43.6690824869999)}"
3314547,3787,173742,59,CLEMENT RD,BUCKLEY CRES,BRAMPTON RD,,0.0,320.0,RICHVIEW PARK,2.0,"Oak, red",8.0,"{'type': 'Point', 'coordinates': (-79.5580252520405, 43.6779437925326)}"
3314548,3788,436698,28,BECKWITH RD,SIGMONT RD,BELGATE PL,,0.0,40.0,,2.0,Golden Chain tree,6.0,"{'type': 'Point', 'coordinates': (-79.5765745036544, 43.6604672468186)}"
3314549,3789,455326,6,KITTERY BLVD,EMMELINE CRES,HUNTINGWOOD DR,,0.0,70.0,,22.0,Hackberry,8.0,"{'type': 'Point', 'coordinates': (-79.2866068632953, 43.7962090424718)}"
3314550,3790,104100,3077,WESTON RD,MAINSHEP RD,SHEPPARD AVE W,,0.0,95.0,,7.0,"Pine, Austrian",25.0,"{'type': 'Point', 'coordinates': (-79.536974586109, 43.7323676122198)}"
3314551,3791,309657,222,BREMNER BLVD,LOWER SIMCOE ST,REES ST,,0.0,20.0,,10.0,"Oak, red",22.0,"{'type': 'Point', 'coordinates': (-79.3844162304393, 43.6424035052138)}"
3314552,3792,SC2973,1,ARNHAM RD,FREY CRES,MORAY PL,,0.0,30.0,,21.0,"Maple, Norway",34.0,"{'type': 'Point', 'coordinates': (-79.2928557208781, 43.744086774342904)}"
3314553,3793,387776,1435,ISLINGTON AVE,GOLFCREST RD,BYWOOD DR,,0.0,10.0,,2.0,"Maple, Norway",66.0,"{'type': 'Point', 'coordinates': (-79.5291698166628, 43.658198293509706)}"
3314554,3794,464898,15,NORTH KINGSLEA DR,KINGSLEA CRT,BALLACAINE DR,,0.0,10.0,,3.0,"Lilac, Japanese",11.0,"{'type': 'Point', 'coordinates': (-79.4997852359118, 43.6416977747215)}"
3314555,3795,479784,67,EDINBOROUGH CRT,SCARLETT RD,SCARLETT RD,,0.0,30.0,,5.0,"Mountain ash, American",3.0,"{'type': 'Point', 'coordinates': (-79.50053833640771, 43.6730104828638)}"
3314556,3796,ET94002,22,SOUTH KINGSLEA DR,BALLACAINE DR,BALLACAINE DR,,0.0,30.0,,3.0,"Spruce, Colorado blue",28.0,"{'type': 'Point', 'coordinates': (-79.4980648251233, 43.6414689795912)}"
